canonical_venue,month,temp_c_mean,precip_mm_daily_mean,windmax_kmh_mean,rh_pct_mean,source,period
"Seddon Park, Hamilton",4,15.09,3.35,20.29,81.1,open-meteo-archive,2015-01-01..2024-12-31
"Seddon Park, Hamilton",5,12.56,3.47,20.98,83.7,open-meteo-archive,2015-01-01..2024-12-31
"Seddon Park, Hamilton",6,10.71,3.42,20.97,85.1,open-meteo-archive,2015-01-01..2024-12-31
"Seddon Park, Hamilton",7,9.82,3.98,23.01,84.8,open-meteo-archive,2015-01-01..2024-12-31
"Seddon Park, Hamilton",8,10.15,3.98,21.90,83.8,open-meteo-archive,2015-01-01..2024-12-31
"Seddon Park, Hamilton",9,11.71,3.99,25.36,81.2,open-meteo-archive,2015-01-01..2024-12-31
"Seddon Park, Hamilton",10,13.51,3.40,24.61,80.2,open-meteo-archive,2015-01-01..2024-12-31
"Seddon Park, Hamilton",11,15.63,4.13,23.73,78.4,open-meteo-archive,2015-01-01..2024-12-31
"Seddon Park, Hamilton",12,17.91,3.46,23.15,76.8,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",1,20.20,3.81,17.35,65.8,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",2,19.93,3.58,16.98,67.6,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",3,18.83,1.89,16.12,64.4,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",4,16.03,1.71,16.32,63.9,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",5,13.58,0.53,15.52,53.8,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",6,10.55,0.23,16.87,50.8,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",7,10.49,0.12,17.52,45.4,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",8,13.73,0.08,19.52,40.1,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",9,17.43,0.40,20.64,39.6,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",10,19.02,1.26,20.75,46.5,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",11,19.75,2.55,20.67,55.4,open-meteo-archive,2015-01-01..2024-12-31
"The Wanderers Stadium, Johannesburg",12,20.37,3.39,18.56,64.3,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",1,19.39,0.78,21.35,65.9,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",2,20.46,0.44,23.19,64.1,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",3,23.19,0.54,24.80,60.7,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",4,26.89,0.54,24.85,52.8,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",5,30.85,0.06,25.28,51.2,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",6,33.74,0.00,24.82,53.9,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",7,35.56,0.07,24.72,52.7,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",8,35.34,0.01,24.27,52.4,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",9,33.03,0.01,23.31,58.5,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",10,29.84,0.08,21.88,60.6,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",11,25.73,0.16,20.89,59.3,open-meteo-archive,2015-01-01..2024-12-31
"ICC Academy, Dubai",12,21.61,0.33,19.43,63.9,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",1,20.10,2.87,24.32,75.8,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",2,20.29,3.82,23.40,76.5,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",3,18.95,2.89,23.06,77.2,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",4,16.97,3.15,24.68,79.4,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",5,14.76,3.09,25.47,81.0,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",6,13.00,3.13,25.72,82.2,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",7,11.93,3.79,27.52,82.3,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",8,11.89,3.81,25.82,82.1,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",9,12.97,3.56,27.65,80.1,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",10,14.45,3.15,27.49,79.7,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",11,16.37,3.60,25.45,78.6,open-meteo-archive,2015-01-01..2024-12-31
"Eden Park Outer Oval, Auckland",12,18.59,2.76,24.72,76.5,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",1,20.57,0.10,11.98,59.6,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",2,23.09,0.17,13.91,47.4,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",3,25.87,0.16,15.84,44.6,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",4,28.39,0.11,19.05,47.1,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",5,28.33,0.77,19.49,61.5,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",6,25.51,7.45,19.65,80.7,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",7,23.65,10.18,22.16,88.4,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",8,23.43,7.22,21.84,87.5,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",9,23.57,7.83,16.48,87.3,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",10,23.95,3.75,12.24,76.8,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",11,22.69,0.60,12.27,64.2,open-meteo-archive,2015-01-01..2024-12-31
"Maharashtra Cricket Association Stadium, Pune",12,21.27,0.31,12.04,63.4,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",1,25.75,2.87,18.42,75.0,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",2,26.60,2.44,19.84,71.6,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",3,27.14,3.17,16.53,75.0,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",4,27.27,5.50,13.77,80.8,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",5,27.43,5.60,20.41,80.7,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",6,27.98,1.46,25.34,73.6,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",7,28.22,1.65,25.56,69.9,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",8,27.98,1.88,25.40,70.6,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",9,27.38,3.40,23.85,74.3,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",10,26.59,7.74,17.90,79.7,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",11,25.49,10.87,13.52,86.3,open-meteo-archive,2015-01-01..2024-12-31
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",12,25.44,5.54,16.17,83.1,open-meteo-archive,2015-01-01..2024-12-31
"Boland Park, Paarl",1,23.97,0.72,20.27,55.1,open-meteo-archive,2015-01-01..2024-12-31
"Boland Park, Paarl",2,23.59,0.51,19.30,55.0,open-meteo-archive,2015-01-01..2024-12-31
"Boland Park, Paarl",3,21.58,1.10,17.38,60.2,open-meteo-archive,2015-01-01..2024-12-31
"Boland Park, Paarl",4,18.76,1.59,15.16,61.1,open-meteo-archive,2015-01-01..2024-12-31
"Boland Park, Paarl",5,15.85,2.53,13.14,67.2,open-meteo-archive,2015-01-01..2024-12-31
"Boland Park, Paarl",6,13.26,6.07,14.67,72.4,open-meteo-archive,2015-01-01..2024-12-31
